customerID,Churn_Probability,Risk_Label,tenure,MonthlyCharges,TotalCharges,Segment,CLV_Enhanced,CLV_Tier,Churn,Priority,Retention_Strategy
0572-ZJKLT,0.1321,Low Risk,46,99.65,4630.2,Champions,4244.35,Premium,No,Low,No Action Needed
5135-RDDQL,0.0413,Low Risk,63,50.65,3221.25,Loyal Customers,2147.5,High Value,No,Low,No Action Needed
1353-LJWEM,0.3957,Low Risk,11,60.9,688.5,At Risk,401.62,Medium Value,No,Low,No Action Needed
1794-SWWKL,0.3845,Low Risk,15,59.65,867.1,At Risk,505.81,Medium Value,No,Low,No Action Needed
6166-YIPFO,0.0742,Low Risk,72,64.7,4746.05,Champions,3955.04,Premium,No,Low,No Action Needed
7016-BPGEU,0.457,Medium Risk,29,25.1,712.85,Inactive,237.62,Medium Value,Yes,Medium,SMS Reminder
6876-ADESB,0.7841,High Risk,1,48.95,48.95,Inactive,20.4,Low Value,Yes,High,Email Campaign
9332-GYWLO,0.5587,Medium Risk,6,54.85,355.1,Inactive,147.96,Low Value,No,Medium,SMS Reminder
1963-SVUCV,0.7922,High Risk,1,45.3,45.3,Inactive,15.1,Low Value,Yes,High,Email Campaign
4184-VODJZ,0.2347,Low Risk,63,91.35,5764.7,Champions,5284.31,Premium,No,Low,No Action Needed
0220-EBGCE,0.8527,High Risk,2,85.85,167.3,At Risk,97.59,Low Value,Yes,High,Email Campaign
1092-WPIVQ,0.0707,Low Risk,18,25.1,428.45,Inactive,178.52,Medium Value,No,Low,No Action Needed
7233-IOQNP,0.2507,Low Risk,43,34.0,1505.35,At Risk,752.68,Medium Value,No,Low,No Action Needed
2834-JKOOW,0.1609,Low Risk,15,45.9,693.45,At Risk,404.51,Medium Value,No,Low,No Action Needed
2754-VDLTR,0.83,High Risk,10,95.2,930.4,Loyal Customers,697.8,Medium Value,Yes,High,Discount Offer
2400-FEQME,0.0376,Low Risk,55,20.5,1177.95,Inactive,490.81,Medium Value,No,Low,No Action Needed
3190-XFANI,0.4925,Medium Risk,49,100.6,5069.65,Champions,4647.18,Premium,Yes,High,Loyalty Reward
7551-DACSP,0.515,Medium Risk,6,55.3,324.25,At Risk,162.12,Medium Value,Yes,Medium,SMS Reminder
4957-SREEC,0.0097,Low Risk,70,20.35,1458.1,At Risk,729.05,Medium Value,No,Low,No Action Needed
7235-NXZCP,0.8628,High Risk,2,74.85,156.4,At Risk,78.2,Low Value,Yes,High,Email Campaign
0230-UBYPQ,0.0443,Low Risk,63,36.1,2298.9,Loyal Customers,1532.6,High Value,No,Low,No Action Needed
4923-ADWXJ,0.2086,Low Risk,25,65.8,1679.65,At Risk,979.8,High Value,No,Low,No Action Needed
1763-KUAAW,0.0801,Low Risk,18,20.35,369.6,Inactive,123.2,Low Value,No,Low,No Action Needed
1104-TNLZA,0.7302,High Risk,28,105.8,2998.0,Champions,2498.33,High Value,No,Critical,Personal Relationship Manager
5195-KPUNQ,0.2267,Low Risk,53,96.75,5206.55,Champions,4772.67,Premium,No,Low,No Action Needed
0520-FDVVT,0.451,Medium Risk,35,102.35,3626.1,Champions,3323.92,Premium,Yes,High,Loyalty Reward
3439-GVUSX,0.7818,High Risk,1,24.4,24.4,Inactive,6.1,Low Value,No,High,Email Campaign
1444-VVSGW,0.6662,Medium Risk,70,115.65,7968.85,Champions,7968.85,Premium,Yes,High,Loyalty Reward
5712-PTIWW,0.7763,High Risk,2,79.85,152.45,At Risk,88.93,Low Value,Yes,High,Email Campaign
5949-HGVJL,0.3114,Low Risk,26,73.05,1959.5,Loyal Customers,1469.62,High Value,No,Low,No Action Needed
5203-XEHAX,0.1532,Low Risk,34,64.35,2053.05,Loyal Customers,1368.7,High Value,No,Low,No Action Needed
1635-HDGFT,0.0277,Low Risk,19,20.5,398.55,Inactive,132.85,Low Value,No,Low,No Action Needed
3315-TOTBP,0.7956,High Risk,15,76.0,1130.85,At Risk,659.66,Medium Value,Yes,High,Discount Offer
8050-XGRVL,0.0541,Low Risk,62,54.75,3425.35,Loyal Customers,2569.01,High Value,No,Low,No Action Needed
6661-HBGWL,0.7473,High Risk,42,104.75,4323.45,Champions,3963.16,Premium,Yes,Critical,Personal Relationship Manager
1518-VOWAV,0.5483,Medium Risk,9,74.65,703.55,Loyal Customers,469.03,Medium Value,Yes,Medium,SMS Reminder
9828-QHFBK,0.3346,Low Risk,24,51.15,1275.7,At Risk,637.85,Medium Value,No,Low,No Action Needed
3908-MKIMJ,0.1657,Low Risk,68,41.95,2965.75,Loyal Customers,2224.31,High Value,No,Low,No Action Needed
5012-YSPJJ,0.1498,Low Risk,31,54.35,1647.0,Loyal Customers,1098.0,High Value,No,Low,No Action Needed
5909-ECHUI,0.8458,High Risk,1,56.25,56.25,Inactive,23.44,Low Value,Yes,High,Email Campaign
1309-BXVOQ,0.8657,High Risk,21,106.1,2249.95,Champions,1874.96,High Value,Yes,Critical,Personal Relationship Manager
6728-VOIFY,0.3888,Low Risk,63,96.0,6109.75,Champions,5600.6,Premium,No,Low,No Action Needed
9317-WZPGV,0.8302,High Risk,2,79.75,159.4,At Risk,79.7,Low Value,Yes,High,Email Campaign
4891-NLUBA,0.0095,Low Risk,61,61.45,3751.15,Champions,3125.96,Premium,No,Low,No Action Needed
2856-HYAPG,0.9186,High Risk,1,68.65,68.65,Inactive,22.88,Low Value,Yes,High,Email Campaign
8969-PRHFK,0.0569,Low Risk,18,19.65,411.25,Inactive,137.08,Low Value,No,Low,No Action Needed
0661-KQHNK,0.0469,Low Risk,6,19.0,105.5,Inactive,26.38,Low Value,No,Low,No Action Needed
8709-KRDVL,0.7612,High Risk,33,100.0,3320.6,Champions,3043.88,Premium,No,Critical,Personal Relationship Manager
4488-PSYCG,0.321,Low Risk,16,20.25,327.45,Inactive,109.15,Low Value,Yes,Low,No Action Needed
1427-VERSM,0.4811,Medium Risk,56,98.7,5669.5,Champions,5669.5,Premium,No,High,Loyalty Reward
9801-NOSHQ,0.062,Low Risk,23,19.8,465.45,Inactive,155.15,Low Value,No,Low,No Action Needed
6339-YPSAH,0.7832,High Risk,9,73.8,704.3,At Risk,352.15,Medium Value,No,High,Discount Offer
3621-CEOVK,0.8799,High Risk,14,100.2,1369.8,Champions,1141.5,High Value,Yes,Critical,Personal Relationship Manager
6906-ANDWJ,0.7923,High Risk,15,74.9,1107.25,At Risk,645.9,Medium Value,Yes,High,Discount Offer
2159-TURXX,0.2941,Low Risk,5,20.05,95.55,Inactive,23.89,Low Value,No,Low,No Action Needed
1548-FEHVL,0.3931,Low Risk,61,106.2,6375.2,Champions,6375.2,Premium,No,Low,No Action Needed
3795-CAWEX,0.1132,Low Risk,70,116.55,8152.3,Champions,8152.3,Premium,No,Low,No Action Needed
6215-NQCPY,0.8676,High Risk,15,99.7,1566.75,Champions,1305.62,High Value,No,Critical,Personal Relationship Manager
5647-URDKA,0.0365,Low Risk,8,19.7,130.25,Inactive,32.56,Low Value,No,Low,No Action Needed
2229-DPMBI,0.0352,Low Risk,8,19.5,162.15,Inactive,40.54,Low Value,No,Low,No Action Needed
9626-WEQRM,0.6214,Medium Risk,4,29.15,110.05,Inactive,27.51,Low Value,No,Medium,SMS Reminder
2188-SXWVT,0.0879,Low Risk,34,55.0,1885.15,Loyal Customers,1256.77,High Value,No,Low,No Action Needed
6258-PVZWJ,0.0456,Low Risk,68,90.8,6302.85,Champions,6302.85,Premium,No,Low,No Action Needed
1094-BKOSX,0.1284,Low Risk,45,51.0,2264.5,Loyal Customers,1509.67,High Value,No,Low,No Action Needed
6969-MVBAI,0.8886,High Risk,9,90.1,816.8,Loyal Customers,544.53,Medium Value,No,High,Discount Offer
2978-XXSOG,0.2524,Low Risk,22,59.05,1253.5,At Risk,731.21,Medium Value,No,Low,No Action Needed
2342-CKIAO,0.2686,Low Risk,2,20.3,41.2,Inactive,10.3,Low Value,No,Low,No Action Needed
6953-PBDIN,0.0446,Low Risk,70,72.95,5265.55,Champions,4826.75,Premium,No,Low,No Action Needed
3898-BSJYF,0.2544,Low Risk,10,73.55,693.3,Loyal Customers,519.97,Medium Value,No,Low,No Action Needed
3938-YFPXD,0.0253,Low Risk,72,84.3,5997.1,Champions,5497.34,Premium,No,Low,No Action Needed
7696-AMHOD,0.1153,Low Risk,49,78.0,3824.2,Champions,3186.83,Premium,No,Low,No Action Needed
2453-SAFNS,0.0911,Low Risk,54,72.1,3886.05,Champions,3238.38,Premium,No,Low,No Action Needed
9558-IHEZX,0.0925,Low Risk,71,106.75,7283.25,Champions,7283.25,Premium,No,Low,No Action Needed
9617-UDPEU,0.036,Low Risk,22,19.25,412.55,Inactive,137.52,Low Value,No,Low,No Action Needed
6340-DACFT,0.0262,Low Risk,50,20.55,1070.25,Inactive,445.94,Medium Value,No,Low,No Action Needed
4955-VCWBI,0.0359,Low Risk,43,20.0,817.95,Inactive,340.81,Medium Value,No,Low,No Action Needed
6813-GZQCG,0.0534,Low Risk,45,24.65,1171.3,At Risk,585.65,Medium Value,No,Low,No Action Needed
7426-GSWPO,0.2605,Low Risk,64,103.5,6548.65,Champions,6548.65,Premium,No,Low,No Action Needed
3389-KTRXV,0.0583,Low Risk,23,23.85,625.65,Inactive,260.69,Medium Value,No,Low,No Action Needed
3118-UHVVQ,0.0205,Low Risk,68,25.8,1911.5,At Risk,1115.04,High Value,No,Low,No Action Needed
1031-IIDEO,0.9313,High Risk,1,70.85,70.85,Inactive,29.52,Low Value,Yes,High,Email Campaign
5832-XKAES,0.7669,High Risk,2,69.8,134.7,Inactive,44.9,Low Value,Yes,High,Email Campaign
3205-MXZRA,0.1158,Low Risk,26,59.45,1507.0,At Risk,879.08,High Value,No,Low,No Action Needed
4701-AHWMW,0.2088,Low Risk,55,54.55,2978.3,Loyal Customers,1985.53,High Value,Yes,Low,No Action Needed
8317-BVKSO,0.2864,Low Risk,14,20.05,299.3,Inactive,99.77,Low Value,No,Low,No Action Needed
5702-KVQRD,0.0372,Low Risk,71,82.55,5832.65,Champions,5346.6,Premium,No,Low,No Action Needed
0083-PIVIK,0.1604,Low Risk,64,81.25,5567.55,Champions,5103.59,Premium,No,Low,No Action Needed
9210-IAHGH,0.4561,Medium Risk,7,70.75,450.8,At Risk,262.97,Medium Value,Yes,Medium,SMS Reminder
6169-PGNCD,0.0506,Low Risk,57,74.3,4166.35,Champions,3819.15,Premium,No,Low,No Action Needed
0023-XUOPT,0.7882,High Risk,13,94.1,1215.6,Champions,1013.0,High Value,Yes,Critical,Personal Relationship Manager
4592-IWTJI,0.5782,Medium Risk,3,29.7,91.7,Inactive,22.92,Low Value,Yes,Medium,SMS Reminder
4909-JOUPP,0.0647,Low Risk,72,109.7,7898.45,Champions,7898.45,Premium,No,Low,No Action Needed
4657-FWVFY,0.5829,Medium Risk,40,96.35,3915.4,Champions,3589.12,Premium,No,High,Loyalty Reward
2257-BOVXD,0.4103,Medium Risk,14,66.6,979.5,At Risk,571.38,Medium Value,No,Medium,SMS Reminder
7729-JTEEC,0.7287,High Risk,2,44.5,90.05,Inactive,30.02,Low Value,No,High,Email Campaign
7632-MNYOY,0.5834,Medium Risk,66,110.9,7432.05,Champions,7432.05,Premium,Yes,High,Loyalty Reward
6518-LGAOV,0.7191,High Risk,38,105.0,4026.4,Champions,3690.87,Premium,Yes,Critical,Personal Relationship Manager
7242-QZLXF,0.8168,High Risk,1,25.3,25.3,Inactive,6.32,Low Value,Yes,High,Email Campaign
4576-CSAJH,0.2341,Low Risk,22,55.15,1193.05,At Risk,695.95,Medium Value,Yes,Low,No Action Needed
1000-AJSLD,0.7187,High Risk,1,20.1,20.1,Inactive,5.03,Low Value,Yes,High,Email Campaign
9696-RMYBA,0.7724,High Risk,5,80.1,398.55,At Risk,199.28,Medium Value,No,High,Discount Offer
8690-UPCZI,0.0664,Low Risk,29,69.05,1958.45,Loyal Customers,1305.63,High Value,No,Low,No Action Needed
1062-LHZOD,0.9067,High Risk,1,69.9,69.9,Inactive,23.3,Low Value,Yes,High,Email Campaign
9770-LXDBK,0.3033,Low Risk,3,20.4,63.15,Inactive,15.79,Low Value,No,Low,No Action Needed
4086-WITJG,0.0051,Low Risk,71,19.7,1301.1,At Risk,650.55,Medium Value,No,Low,No Action Needed
8344-WFMFH,0.4685,Medium Risk,9,50.1,484.05,Inactive,201.69,Medium Value,No,Medium,SMS Reminder
9600-NAXZN,0.8422,High Risk,43,101.4,4528.0,Champions,4150.67,Premium,Yes,Critical,Personal Relationship Manager
8822-KNBHV,0.1952,Low Risk,48,83.45,3887.85,Champions,3239.88,Premium,No,Low,No Action Needed
8404-FYDIB,0.423,Medium Risk,26,86.65,2208.75,Loyal Customers,1472.5,High Value,No,High,Loyalty Reward
2791-SFVEW,0.2918,Low Risk,9,20.15,238.15,Inactive,59.54,Low Value,No,Low,No Action Needed
6457-USBER,0.9327,High Risk,1,80.8,80.8,At Risk,40.4,Low Value,Yes,High,Email Campaign
6762-NSODU,0.0251,Low Risk,46,19.4,958.15,Inactive,399.23,Medium Value,No,Low,No Action Needed
4662-EKDPQ,0.7267,High Risk,2,62.05,118.3,At Risk,59.15,Low Value,Yes,High,Email Campaign
9248-OJYKK,0.9517,High Risk,1,76.45,76.45,At Risk,38.22,Low Value,Yes,High,Email Campaign
9888-ZCUMM,0.0106,Low Risk,64,60.05,3845.45,Champions,3204.54,Premium,No,Low,No Action Needed
3398-FSHON,0.8996,High Risk,12,91.3,1094.5,Loyal Customers,820.88,High Value,Yes,Critical,Personal Relationship Manager
3319-DWOEP,0.9033,High Risk,6,95.75,573.75,Loyal Customers,382.5,Medium Value,Yes,High,Discount Offer
1074-WVEVG,0.0359,Low Risk,59,20.35,1267.0,At Risk,633.5,Medium Value,No,Low,No Action Needed
9979-RGMZT,0.6698,Medium Risk,7,94.05,633.45,Loyal Customers,422.3,Medium Value,No,Medium,SMS Reminder
6437-UDQJM,0.0542,Low Risk,72,84.1,6129.65,Champions,5618.85,Premium,No,Low,No Action Needed
1226-IENZN,0.7365,High Risk,16,78.75,1218.25,At Risk,710.65,Medium Value,No,High,Discount Offer
2108-GLPQB,0.2791,Low Risk,25,55.55,1405.3,At Risk,819.76,High Value,No,Low,No Action Needed
9259-PACGQ,0.3473,Low Risk,34,62.65,2274.9,Loyal Customers,1706.18,High Value,Yes,Low,No Action Needed
4415-IJZTP,0.9453,High Risk,1,74.5,74.5,At Risk,37.25,Low Value,Yes,High,Email Campaign
1465-VINDH,0.9204,High Risk,10,102.1,1068.85,Champions,890.71,High Value,Yes,Critical,Personal Relationship Manager
5474-LAMUQ,0.0442,Low Risk,24,20.1,533.9,Inactive,177.97,Medium Value,No,Low,No Action Needed
3468-DRVQJ,0.1323,Low Risk,10,70.3,676.15,Loyal Customers,450.77,Medium Value,No,Low,No Action Needed
1122-YJBCS,0.0549,Low Risk,69,53.65,3804.4,Loyal Customers,2853.3,High Value,No,Low,No Action Needed
4990-ALDGW,0.0503,Low Risk,57,20.75,1118.8,At Risk,559.4,Medium Value,No,Low,No Action Needed
4816-OKWNX,0.314,Low Risk,50,103.4,5236.4,Champions,4800.03,Premium,No,Low,No Action Needed
3315-IKYZQ,0.0946,Low Risk,28,50.8,1386.8,At Risk,808.97,Medium Value,No,Low,No Action Needed
2810-FTLEM,0.5026,Medium Risk,16,50.15,762.25,At Risk,381.12,Medium Value,Yes,Medium,SMS Reminder
4747-LCAQL,0.2093,Low Risk,25,79.0,1902.0,Loyal Customers,1426.5,High Value,No,Low,No Action Needed
3411-WLRSQ,0.7745,High Risk,3,74.6,239.05,At Risk,119.52,Low Value,No,High,Email Campaign
0898-XCGTF,0.4081,Medium Risk,61,96.5,5673.7,Champions,5200.89,Premium,No,High,Loyalty Reward
8006-PYCSW,0.2686,Low Risk,2,20.1,39.8,Inactive,9.95,Low Value,No,Low,No Action Needed
8249-THVEC,0.062,Low Risk,51,19.4,997.75,Inactive,415.73,Medium Value,No,Low,No Action Needed
8722-PRFDV,0.0179,Low Risk,71,77.55,5574.35,Champions,5109.82,Premium,No,Low,No Action Needed
2164-SOQXL,0.1397,Low Risk,20,20.05,406.05,Inactive,135.35,Low Value,No,Low,No Action Needed
4020-KIUDI,0.3166,Low Risk,6,19.85,138.85,Inactive,34.71,Low Value,No,Low,No Action Needed
5850-BDWCY,0.2521,Low Risk,6,20.2,123.65,Inactive,30.91,Low Value,No,Low,No Action Needed
2038-YSEZE,0.1316,Low Risk,29,67.45,1801.1,Loyal Customers,1200.73,High Value,No,Low,No Action Needed
0827-ITJPH,0.0053,Low Risk,36,18.55,689.0,Inactive,287.08,Medium Value,No,Low,No Action Needed
8799-OXZMD,0.474,Medium Risk,28,29.75,790.7,Inactive,263.57,Medium Value,No,Medium,SMS Reminder
1925-TIBLE,0.917,High Risk,7,86.5,582.5,At Risk,339.79,Medium Value,Yes,High,Discount Offer
1705-GUHPV,0.0208,Low Risk,63,24.2,1618.2,At Risk,943.95,High Value,No,Low,No Action Needed
4779-ZGICK,0.0395,Low Risk,48,23.55,1173.35,At Risk,586.67,Medium Value,No,Low,No Action Needed
0048-PIHNL,0.045,Low Risk,49,20.45,900.9,Inactive,375.38,Medium Value,No,Low,No Action Needed
0818-OCPZO,0.7207,High Risk,27,81.45,2122.05,Loyal Customers,1414.7,High Value,Yes,Critical,Personal Relationship Manager
3967-KXAPS,0.0436,Low Risk,72,92.3,6719.9,Champions,6719.9,Premium,No,Low,No Action Needed
1447-GIQMR,0.9358,High Risk,1,69.15,69.15,Inactive,23.05,Low Value,Yes,High,Email Campaign
3704-IEAXF,0.0265,Low Risk,72,53.65,3784.0,Loyal Customers,2838.0,High Value,No,Low,No Action Needed
6810-VCAEX,0.1224,Low Risk,47,39.65,1798.65,Loyal Customers,1199.1,High Value,No,Low,No Action Needed
0674-EYYZV,0.8686,High Risk,1,54.65,54.65,Inactive,22.77,Low Value,No,High,Email Campaign
4480-MBMLB,0.4242,Medium Risk,36,104.8,3886.45,Champions,3562.58,Premium,No,High,Loyalty Reward
1395-OFUWC,0.2441,Low Risk,43,29.3,1224.05,Inactive,510.02,Medium Value,No,Low,No Action Needed
0822-QGCXA,0.5269,Medium Risk,27,83.85,2310.2,Loyal Customers,1732.65,High Value,No,High,Loyalty Reward
0872-NXJYS,0.7917,High Risk,9,79.55,723.4,At Risk,361.7,Medium Value,Yes,High,Discount Offer
2832-KJCRD,0.7142,High Risk,38,103.65,3988.5,Champions,3656.12,Premium,No,Critical,Personal Relationship Manager
3588-WSTTJ,0.7084,High Risk,35,99.05,3554.6,Champions,3258.38,Premium,No,Critical,Personal Relationship Manager
5090-EMGTC,0.1127,Low Risk,59,100.05,6034.85,Champions,6034.85,Premium,No,Low,No Action Needed
2346-CZYIL,0.0239,Low Risk,27,20.35,531.6,Inactive,177.2,Medium Value,No,Low,No Action Needed
3798-EPWRR,0.7891,High Risk,2,43.95,85.1,Inactive,28.37,Low Value,No,High,Email Campaign
6258-NGCNG,0.4088,Medium Risk,7,23.5,173.0,Inactive,57.67,Low Value,No,Medium,SMS Reminder
4186-ZBUEW,0.1913,Low Risk,36,70.7,2511.95,Champions,2093.29,High Value,No,Low,No Action Needed
5274-XHAKY,0.3825,Low Risk,41,94.3,3893.6,Champions,3569.13,Premium,No,Low,No Action Needed
1442-BQPVU,0.5141,Medium Risk,13,29.15,357.15,Inactive,119.05,Low Value,No,Medium,SMS Reminder
3978-YNKDD,0.0317,Low Risk,19,20.85,467.5,Inactive,155.83,Low Value,No,Low,No Action Needed
4940-KHCWD,0.0295,Low Risk,60,37.7,2288.7,Loyal Customers,1716.52,High Value,No,Low,No Action Needed
9412-ARGBX,0.1677,Low Risk,48,95.5,4627.85,Champions,4242.2,Premium,Yes,Low,No Action Needed
1389-CXMLU,0.8967,High Risk,3,91.05,289.1,Loyal Customers,192.73,Medium Value,Yes,High,Discount Offer
9589-ABEPT,0.04,Low Risk,69,92.45,6460.55,Champions,6460.55,Premium,No,Low,No Action Needed
9388-ZEYVT,0.1893,Low Risk,43,44.15,1931.3,Loyal Customers,1287.53,High Value,No,Low,No Action Needed
0305-SQECB,0.0838,Low Risk,11,36.05,402.6,At Risk,201.3,Medium Value,No,Low,No Action Needed
7605-SNLQG,0.2628,Low Risk,45,50.25,2221.55,At Risk,1295.9,High Value,No,Low,No Action Needed
4670-TABXH,0.0991,Low Risk,72,109.75,7758.9,Champions,7758.9,Premium,No,Low,No Action Needed
5561-NWEVX,0.8943,High Risk,2,79.2,172.85,At Risk,100.83,Low Value,Yes,High,Email Campaign
0064-SUDOG,0.0419,Low Risk,12,20.3,224.5,Inactive,74.83,Low Value,No,Low,No Action Needed
8561-NMTBD,0.1816,Low Risk,67,112.35,7388.45,Champions,7388.45,Premium,No,Low,No Action Needed
5161-XEUVX,0.0841,Low Risk,37,94.3,3460.95,Champions,3172.54,Premium,No,Low,No Action Needed
8292-FRFZQ,0.0746,Low Risk,39,41.15,1700.9,Loyal Customers,1133.93,High Value,No,Low,No Action Needed
8591-NXRCV,0.1788,Low Risk,41,74.65,3090.65,Champions,2575.54,High Value,No,Low,No Action Needed
7895-VONWT,0.5461,Medium Risk,25,48.25,1293.8,At Risk,754.72,Medium Value,No,Medium,SMS Reminder
4526-RMTLL,0.0378,Low Risk,8,76.15,645.8,Loyal Customers,430.53,Medium Value,No,Low,No Action Needed
6253-GNHWH,0.0124,Low Risk,71,71.1,5224.95,Champions,4789.54,Premium,No,Low,No Action Needed
4566-NECEV,0.8295,High Risk,5,96.55,500.1,Loyal Customers,375.08,Medium Value,No,High,Discount Offer
8080-POTJR,0.2781,Low Risk,30,79.3,2427.1,Champions,2022.58,High Value,No,Low,No Action Needed
6906-MPARY,0.1905,Low Risk,40,89.6,3488.15,Loyal Customers,2616.11,High Value,No,Low,No Action Needed
3662-FXJFO,0.0546,Low Risk,54,20.5,1035.7,Inactive,431.54,Medium Value,No,Low,No Action Needed
8107-RZLNV,0.2895,Low Risk,72,106.3,7565.35,Champions,7565.35,Premium,No,Low,No Action Needed
0516-OOHAR,0.3172,Low Risk,28,100.35,2799.0,Champions,2332.5,High Value,No,Low,No Action Needed
2027-CWDNU,0.6217,Medium Risk,18,85.6,1601.5,Loyal Customers,1067.67,High Value,No,High,Loyalty Reward
2737-WFVYW,0.865,High Risk,2,45.25,85.5,Inactive,35.62,Low Value,Yes,High,Email Campaign
9912-OMZDS,0.4255,Medium Risk,59,106.15,6256.2,Champions,6256.2,Premium,No,High,Loyalty Reward
3733-ZEECP,0.3324,Low Risk,22,51.1,1232.9,At Risk,616.45,Medium Value,No,Low,No Action Needed
7878-RTCZG,0.6109,Medium Risk,1,19.9,19.9,Inactive,4.97,Low Value,No,Medium,SMS Reminder
2452-MRMZF,0.0206,Low Risk,72,25.7,1937.4,At Risk,1130.15,High Value,No,Low,No Action Needed
2272-QAGFO,0.8622,High Risk,14,74.3,1096.25,At Risk,639.48,Medium Value,Yes,High,Discount Offer
7103-IPXPJ,0.4446,Medium Risk,50,99.4,5059.75,Champions,4638.1,Premium,No,High,Loyalty Reward
4342-HFXWS,0.0793,Low Risk,48,69.7,3023.65,Loyal Customers,2267.74,High Value,No,Low,No Action Needed
3545-CNWRG,0.7532,High Risk,49,98.35,4889.2,Champions,4481.77,Premium,No,Critical,Personal Relationship Manager
1785-BPHTP,0.6841,Medium Risk,28,85.45,2289.9,Loyal Customers,1526.6,High Value,No,High,Loyalty Reward
4989-LIXVT,0.6519,Medium Risk,68,95.9,6503.2,Champions,6503.2,Premium,No,High,Loyalty Reward
7315-WYOAW,0.6335,Medium Risk,13,100.75,1313.25,Champions,1094.38,High Value,No,High,Loyalty Reward
1173-XZPYF,0.8397,High Risk,11,89.2,990.3,Loyal Customers,660.2,Medium Value,No,High,Discount Offer
9850-OWRHQ,0.8514,High Risk,3,74.1,228.0,At Risk,114.0,Low Value,Yes,High,Email Campaign
3768-NLUBH,0.6244,Medium Risk,57,100.6,5746.15,Champions,5746.15,Premium,Yes,High,Loyalty Reward
8676-TRMJS,0.8355,High Risk,3,75.0,209.1,At Risk,104.55,Low Value,Yes,High,Email Campaign
2509-TFPJU,0.0098,Low Risk,72,25.75,1864.2,At Risk,1087.45,High Value,No,Low,No Action Needed
9530-GRMJG,0.1291,Low Risk,70,84.1,5979.7,Champions,5481.39,Premium,No,Low,No Action Needed
6898-RBTLU,0.0267,Low Risk,49,79.3,3902.45,Champions,3252.04,Premium,No,Low,No Action Needed
5481-NTDOH,0.2704,Low Risk,67,107.05,7142.5,Champions,7142.5,Premium,No,Low,No Action Needed
2068-WWXQZ,0.03,Low Risk,46,20.05,902.0,Inactive,375.83,Medium Value,No,Low,No Action Needed
7359-SSBJK,0.0936,Low Risk,64,70.2,4481.0,Champions,3734.17,Premium,Yes,Low,No Action Needed
2061-VVFST,0.1718,Low Risk,37,19.5,805.2,Inactive,335.5,Medium Value,No,Low,No Action Needed
0685-MLYYM,0.8374,High Risk,2,70.75,154.85,Inactive,64.52,Low Value,Yes,High,Email Campaign
0749-IRGQE,0.7257,High Risk,13,45.3,528.45,At Risk,264.23,Medium Value,No,High,Discount Offer
2380-DAMQP,0.0477,Low Risk,72,115.15,8349.7,Champions,8349.7,Premium,No,Low,No Action Needed
2256-YLYLP,0.0245,Low Risk,68,72.95,4953.25,Champions,4540.48,Premium,No,Low,No Action Needed
1272-ILHFG,0.0757,Low Risk,15,19.65,332.65,Inactive,110.88,Low Value,No,Low,No Action Needed
0164-XAIRP,0.0412,Low Risk,24,19.55,470.2,Inactive,156.73,Low Value,No,Low,No Action Needed
5666-CYCYZ,0.774,High Risk,24,89.55,2259.35,Loyal Customers,1506.23,High Value,No,Critical,Personal Relationship Manager
4011-ARPHK,0.207,Low Risk,27,50.35,1411.35,At Risk,705.68,Medium Value,No,Low,No Action Needed
8182-PNAGI,0.2741,Low Risk,12,50.25,593.75,At Risk,296.88,Medium Value,Yes,Low,No Action Needed
6365-HITVU,0.0151,Low Risk,71,87.25,6328.7,Champions,5801.31,Premium,No,Low,No Action Needed
7558-IMLMT,0.0117,Low Risk,67,20.8,1411.9,At Risk,705.95,Medium Value,No,Low,No Action Needed
9488-FYQAU,0.1856,Low Risk,63,109.25,6841.4,Champions,6841.4,Premium,No,Low,No Action Needed
3590-TCXTB,0.5606,Medium Risk,1,20.35,20.35,Inactive,5.09,Low Value,No,Medium,SMS Reminder
6994-KERXL,0.6688,Medium Risk,4,55.9,238.5,Inactive,99.38,Low Value,No,Medium,SMS Reminder
7957-RYHQD,0.6814,Medium Risk,40,79.2,3233.85,Loyal Customers,2425.39,High Value,Yes,High,Loyalty Reward
2180-DXNEG,0.901,High Risk,12,96.0,1062.1,Loyal Customers,796.58,Medium Value,Yes,High,Discount Offer
1960-UOTYM,0.0383,Low Risk,52,79.2,4016.3,Champions,3346.92,Premium,No,Low,No Action Needed
2740-JFBOK,0.4292,Medium Risk,10,24.0,226.55,Inactive,94.4,Low Value,No,Medium,SMS Reminder
6500-JVEGC,0.1792,Low Risk,68,101.35,7110.75,Champions,7110.75,Premium,No,Low,No Action Needed
5515-AKOAJ,0.771,High Risk,54,100.1,5440.9,Champions,4987.49,Premium,Yes,Critical,Personal Relationship Manager
8976-OQHGT,0.4526,Medium Risk,4,56.5,235.1,At Risk,117.55,Low Value,Yes,Medium,SMS Reminder
5245-VDBUR,0.1498,Low Risk,52,35.45,1958.95,At Risk,979.48,High Value,No,Low,No Action Needed
6230-BSUXY,0.9488,High Risk,1,85.0,85.0,At Risk,49.58,Low Value,Yes,High,Email Campaign
8469-SNFFH,0.11,Low Risk,70,79.4,5528.9,Champions,5068.16,Premium,No,Low,No Action Needed
2144-ESWKO,0.1363,Low Risk,43,35.2,1463.7,At Risk,731.85,Medium Value,No,Low,No Action Needed
