customerID,Churn_Probability,Risk_Label,tenure,MonthlyCharges,TotalCharges,Segment,CLV_Enhanced,CLV_Tier,Churn,Priority,Retention_Strategy,Revenue_at_Risk
2275-RBYQS,0.7782,High Risk,1,45.4,45.4,Inactive,15.13,Low Value,No,High,Email Campaign,11.77
8473-VUVJN,0.9365,High Risk,1,73.65,73.65,At Risk,36.83,Low Value,Yes,High,Email Campaign,34.49
6289-CPNLD,0.3302,Low Risk,33,73.9,2405.05,Champions,2004.21,High Value,Yes,Low,No Action Needed,661.79
5536-SLHPM,0.6755,Medium Risk,55,77.75,4458.15,Loyal Customers,3343.61,Premium,Yes,High,Loyalty Reward,2258.61
4419-UJMUS,0.2014,Low Risk,69,99.35,6856.45,Champions,6856.45,Premium,No,Low,No Action Needed,1380.89
7794-JASDG,0.7193,High Risk,1,50.75,50.75,Inactive,21.15,Low Value,No,High,Email Campaign,15.21
7609-YBPXG,0.0407,Low Risk,54,87.1,4735.2,Champions,3946.0,Premium,No,Low,No Action Needed,160.6
5519-TEEUH,0.0465,Low Risk,33,20.15,682.15,Inactive,284.23,Medium Value,No,Low,No Action Needed,13.22
7856-GANIL,0.2093,Low Risk,45,98.7,4525.8,Champions,4148.65,Premium,No,Low,No Action Needed,868.31
0804-XBFBV,0.6023,Medium Risk,11,25.2,321.05,Inactive,107.02,Low Value,No,Medium,SMS Reminder,64.46
2676-OXPPQ,0.462,Medium Risk,6,55.7,335.65,At Risk,167.82,Medium Value,No,Medium,SMS Reminder,77.53
3703-TTEPD,0.259,Low Risk,21,65.35,1424.4,At Risk,830.9,High Value,No,Low,No Action Needed,215.2
2799-TSLAG,0.0248,Low Risk,65,25.3,1748.55,At Risk,1019.99,High Value,No,Low,No Action Needed,25.3
0196-VULGZ,0.9173,High Risk,6,84.35,474.9,At Risk,277.02,Medium Value,Yes,High,Discount Offer,254.11
8837-VVWLQ,0.8022,High Risk,8,84.95,668.4,At Risk,389.9,Medium Value,Yes,High,Discount Offer,312.78
2696-NARTR,0.6999,Medium Risk,11,73.85,926.25,At Risk,540.31,Medium Value,Yes,Medium,SMS Reminder,378.16
2208-NKVVH,0.0524,Low Risk,43,24.25,1077.95,At Risk,538.98,Medium Value,No,Low,No Action Needed,28.24
7614-QVWQL,0.315,Low Risk,49,51.8,2541.25,Loyal Customers,1694.17,High Value,Yes,Low,No Action Needed,533.66
1976-CFOCS,0.8763,High Risk,1,46.0,46.0,Inactive,15.33,Low Value,Yes,High,Email Campaign,13.43
4631-OACRM,0.8069,High Risk,15,79.4,1156.1,At Risk,674.39,Medium Value,Yes,High,Discount Offer,544.17
7139-JZFVG,0.0199,Low Risk,60,60.5,3694.45,Loyal Customers,2770.84,High Value,No,Low,No Action Needed,55.14
4987-GQWPO,0.3819,Low Risk,17,25.1,382.8,Inactive,127.6,Low Value,No,Low,No Action Needed,48.73
3755-JBMNH,0.6418,Medium Risk,16,71.8,1167.8,At Risk,583.9,Medium Value,Yes,Medium,SMS Reminder,374.75
1757-TCATG,0.053,Low Risk,35,20.05,746.75,Inactive,311.15,Medium Value,No,Low,No Action Needed,16.49
6345-ULYRW,0.2006,Low Risk,44,88.4,3912.9,Loyal Customers,2934.68,High Value,Yes,Low,No Action Needed,588.7
4776-XSKYQ,0.0969,Low Risk,12,30.25,368.85,Inactive,122.95,Low Value,No,Low,No Action Needed,11.91
8048-DSDFQ,0.5606,Medium Risk,1,20.2,20.2,Inactive,5.05,Low Value,No,Medium,SMS Reminder,2.83
5753-QQWPW,0.1021,Low Risk,28,59.9,1654.7,At Risk,965.24,High Value,No,Low,No Action Needed,98.55
6010-DDPPW,0.0203,Low Risk,70,25.15,1940.85,At Risk,1132.16,High Value,No,Low,No Action Needed,22.98
1809-DMJHQ,0.5394,Medium Risk,5,46.0,221.7,Inactive,73.9,Low Value,Yes,Medium,SMS Reminder,39.86
6693-FRIRW,0.6133,Medium Risk,18,101.3,1794.65,Champions,1495.54,High Value,No,High,Loyalty Reward,917.21
6586-MYGKD,0.0647,Low Risk,70,76.95,5289.8,Champions,4848.98,Premium,No,Low,No Action Needed,313.73
3173-NVMPX,0.4221,Medium Risk,9,55.3,501.2,At Risk,250.6,Medium Value,No,Medium,SMS Reminder,105.78
0248-PGHBZ,0.0596,Low Risk,67,92.45,6140.85,Champions,6140.85,Premium,No,Low,No Action Needed,365.99
0623-GDISB,0.7188,High Risk,1,48.45,48.45,Inactive,20.19,Low Value,No,High,Email Campaign,14.51
2892-GESUL,0.0584,Low Risk,18,19.35,309.25,Inactive,103.08,Low Value,No,Low,No Action Needed,6.02
6923-EFPNL,0.6965,Medium Risk,4,51.75,201.1,Inactive,83.79,Low Value,Yes,Medium,SMS Reminder,58.36
7472-EQOAV,0.0306,Low Risk,71,86.7,6179.35,Champions,5149.46,Premium,No,Low,No Action Needed,157.57
9574-RKJIF,0.6507,Medium Risk,30,94.4,2838.7,Champions,2602.14,High Value,Yes,High,Loyalty Reward,1693.21
2043-WVTQJ,0.7168,High Risk,1,55.7,55.7,At Risk,27.85,Low Value,No,High,Email Campaign,19.96
8034-RYTVV,0.1287,Low Risk,55,84.25,4589.85,Loyal Customers,3442.39,Premium,No,Low,No Action Needed,443.04
3863-QSTYI,0.2301,Low Risk,59,64.65,3735.45,Loyal Customers,2801.59,High Value,No,Low,No Action Needed,644.65
2619-WFQWU,0.9039,High Risk,1,70.15,70.15,Inactive,23.38,Low Value,Yes,High,Email Campaign,21.13
5044-LRQAQ,0.711,High Risk,7,69.2,477.55,Inactive,159.18,Low Value,No,High,Email Campaign,113.18
1716-LSAMB,0.0297,Low Risk,45,54.65,2553.7,Loyal Customers,1702.47,High Value,No,Low,No Action Needed,50.56
1333-PBMXB,0.0792,Low Risk,54,24.75,1342.15,At Risk,671.08,Medium Value,No,Low,No Action Needed,53.15
6546-OPBBH,0.0385,Low Risk,51,23.95,1216.35,At Risk,608.17,Medium Value,No,Low,No Action Needed,23.41
5985-BEHZK,0.2136,Low Risk,72,105.0,7578.05,Champions,7578.05,Premium,No,Low,No Action Needed,1618.67
9127-QRZMH,0.065,Low Risk,44,59.85,2603.95,Loyal Customers,1735.97,High Value,No,Low,No Action Needed,112.84
5919-VCZYM,0.266,Low Risk,2,20.05,42.7,Inactive,10.68,Low Value,No,Low,No Action Needed,2.84
9644-KVCNC,0.1694,Low Risk,66,92.15,6056.9,Champions,5552.16,Premium,No,Low,No Action Needed,940.54
2137-DQMEV,0.0484,Low Risk,68,44.8,2983.65,Loyal Customers,2237.74,High Value,No,Low,No Action Needed,108.31
8174-LNWMW,0.0323,Low Risk,31,20.9,689.35,Inactive,287.23,Medium Value,No,Low,No Action Needed,9.28
9279-CJEOJ,0.7897,High Risk,21,95.4,2025.1,Loyal Customers,1518.82,High Value,No,Critical,Personal Relationship Manager,1199.41
7964-VEXDG,0.5858,Medium Risk,21,80.35,1747.2,Loyal Customers,1164.8,High Value,No,High,Loyalty Reward,682.34
2404-JIBFC,0.0313,Low Risk,55,85.1,4657.95,Champions,3881.62,Premium,No,Low,No Action Needed,121.49
0778-NELLA,0.6823,Medium Risk,9,34.7,296.1,Inactive,74.03,Low Value,Yes,Medium,SMS Reminder,50.51
8029-XYPWT,0.0608,Low Risk,71,115.05,8016.6,Champions,8016.6,Premium,No,Low,No Action Needed,487.41
4614-NUVZD,0.9343,High Risk,1,81.1,81.1,At Risk,40.55,Low Value,Yes,High,Email Campaign,37.89
4632-PAOYU,0.0475,Low Risk,22,19.95,433.5,Inactive,144.5,Low Value,No,Low,No Action Needed,6.86
3803-KMQFW,0.561,Medium Risk,1,20.55,20.55,Inactive,5.14,Low Value,Yes,Medium,SMS Reminder,2.88
6804-GDMOI,0.4009,Medium Risk,61,106.6,6428.4,Champions,6428.4,Premium,Yes,High,Loyalty Reward,2577.15
2990-OGYTD,0.046,Low Risk,67,86.15,5883.85,Champions,5393.53,Premium,No,Low,No Action Needed,248.1
6646-JPPHA,0.6498,Medium Risk,14,78.85,1043.8,Loyal Customers,695.87,Medium Value,No,Medium,SMS Reminder,452.18
9572-MTILT,0.5868,Medium Risk,59,106.75,6252.9,Champions,6252.9,Premium,Yes,High,Loyalty Reward,3669.2
7658-UYUQS,0.5915,Medium Risk,21,86.55,1857.25,Loyal Customers,1238.17,High Value,No,High,Loyalty Reward,732.38
7880-XSOJX,0.4551,Medium Risk,4,42.4,146.4,At Risk,73.2,Low Value,No,Medium,SMS Reminder,33.31
9611-CTWIH,0.8753,High Risk,3,89.45,240.45,At Risk,140.26,Low Value,Yes,High,Email Campaign,122.77
4589-IUAJB,0.0198,Low Risk,70,24.25,1724.15,At Risk,1005.75,High Value,No,Low,No Action Needed,19.91
0329-GTIAJ,0.8911,High Risk,3,97.9,315.3,Loyal Customers,236.48,Medium Value,Yes,High,Discount Offer,210.73
8746-BFOAJ,0.0685,Low Risk,21,20.5,429.55,Inactive,143.18,Low Value,No,Low,No Action Needed,9.81
8457-XIGKN,0.1503,Low Risk,20,19.6,356.15,Inactive,118.72,Low Value,No,Low,No Action Needed,17.84
6072-NUQCB,0.0714,Low Risk,22,20.25,488.25,Inactive,162.75,Medium Value,No,Low,No Action Needed,11.62
6629-CZTTH,0.7897,High Risk,1,55.7,55.7,Inactive,23.21,Low Value,Yes,High,Email Campaign,18.33
8838-GPHZP,0.0138,Low Risk,63,20.6,1298.7,At Risk,649.35,Medium Value,No,Low,No Action Needed,8.96
8750-QWZAJ,0.0219,Low Risk,70,19.8,1378.75,At Risk,689.38,Medium Value,No,Low,No Action Needed,15.1
5364-EVNIB,0.7391,High Risk,13,79.8,973.45,Loyal Customers,648.97,Medium Value,Yes,High,Discount Offer,479.65
6918-UMQCG,0.7952,High Risk,5,80.2,384.25,At Risk,192.12,Medium Value,No,High,Discount Offer,152.77
0675-NCDYU,0.0268,Low Risk,72,116.4,8543.25,Champions,8543.25,Premium,No,Low,No Action Needed,228.96
6339-DKLMK,0.647,Medium Risk,13,31.65,389.95,Inactive,129.98,Low Value,No,Medium,SMS Reminder,84.1
1346-PJWTK,0.1763,Low Risk,61,94.15,5731.85,Champions,5731.85,Premium,No,Low,No Action Needed,1010.53
5088-QZLRL,0.5481,Medium Risk,1,20.65,20.65,Inactive,5.16,Low Value,No,Medium,SMS Reminder,2.83
8023-QHAIO,0.4126,Medium Risk,56,76.85,4275.75,Champions,3563.12,Premium,No,High,Loyalty Reward,1470.14
4397-FRLTA,0.2885,Low Risk,4,20.15,84.5,Inactive,21.12,Low Value,No,Low,No Action Needed,6.09
3057-VJJQE,0.0471,Low Risk,35,55.25,1924.1,Loyal Customers,1282.73,High Value,No,Low,No Action Needed,60.42
5087-SUURX,0.7777,High Risk,18,39.05,669.85,At Risk,334.92,Medium Value,Yes,High,Discount Offer,260.47
2302-OUZXB,0.0384,Low Risk,72,82.15,5784.3,Champions,5302.28,Premium,No,Low,No Action Needed,203.61
8133-ANHHJ,0.3111,Low Risk,49,103.0,5166.2,Champions,4735.68,Premium,No,Low,No Action Needed,1473.27
2270-CHBFN,0.309,Low Risk,44,95.1,4060.55,Champions,3722.17,Premium,No,Low,No Action Needed,1150.15
0013-EXCHZ,0.8336,High Risk,3,83.9,267.4,At Risk,155.98,Low Value,Yes,High,Email Campaign,130.02
5982-FPVQN,0.6653,Medium Risk,37,95.15,3532.85,Champions,3238.45,Premium,No,High,Loyalty Reward,2154.54
9107-UKCKY,0.2995,Low Risk,61,79.8,4914.8,Champions,4505.23,Premium,No,Low,No Action Needed,1349.32
4654-ULTTN,0.0578,Low Risk,70,74.8,5315.8,Champions,4872.82,Premium,No,Low,No Action Needed,281.65
5550-VFRLC,0.9421,High Risk,1,69.85,69.85,Inactive,23.28,Low Value,Yes,High,Email Campaign,21.93
5546-BYZSM,0.1266,Low Risk,41,20.45,775.6,Inactive,323.17,Medium Value,No,Low,No Action Needed,40.91
1492-KGETH,0.183,Low Risk,70,78.35,5445.95,Champions,4992.12,Premium,No,Low,No Action Needed,913.56
4929-BSTRX,0.8139,High Risk,1,53.55,53.55,Inactive,22.31,Low Value,Yes,High,Email Campaign,18.16
4163-HFTUK,0.0591,Low Risk,51,19.1,1007.8,Inactive,419.92,Medium Value,No,Low,No Action Needed,24.82
8215-NGSPE,0.0224,Low Risk,42,20.0,833.55,Inactive,347.31,Medium Value,No,Low,No Action Needed,7.78
2225-ZRGSG,0.1725,Low Risk,70,93.9,6579.05,Champions,6579.05,Premium,Yes,Low,No Action Needed,1134.89
8859-YSTWS,0.0517,Low Risk,48,19.95,1004.5,Inactive,418.54,Medium Value,No,Low,No Action Needed,21.64
5271-YNWVR,0.1825,Low Risk,68,113.15,7856.0,Champions,7856.0,Premium,Yes,Low,No Action Needed,1433.72
7601-DHFWZ,0.0475,Low Risk,48,24.0,1183.05,At Risk,591.52,Medium Value,No,Low,No Action Needed,28.1
2657-ALMWY,0.6232,Medium Risk,26,84.95,2169.75,Loyal Customers,1446.5,High Value,Yes,High,Loyalty Reward,901.46
6330-JKLPC,0.8336,High Risk,11,80.5,896.9,Loyal Customers,597.93,Medium Value,Yes,High,Discount Offer,498.43
4667-OHGKG,0.4616,Medium Risk,1,19.3,19.3,Inactive,4.82,Low Value,Yes,Medium,SMS Reminder,2.22
1998-VHJHK,0.0203,Low Risk,27,19.15,501.35,Inactive,167.12,Medium Value,No,Low,No Action Needed,3.39
1707-HABPF,0.1325,Low Risk,46,91.3,4126.35,Champions,3438.63,Premium,No,Low,No Action Needed,455.62
1660-HSOOQ,0.783,High Risk,1,49.65,49.65,Inactive,20.69,Low Value,Yes,High,Email Campaign,16.2
7253-UVNDW,0.0767,Low Risk,46,54.35,2460.15,Loyal Customers,1640.1,High Value,Yes,Low,No Action Needed,125.8
0487-VVUVK,0.1361,Low Risk,25,19.15,477.6,Inactive,159.2,Low Value,No,Low,No Action Needed,21.67
7228-OMTPN,0.8901,High Risk,4,88.45,370.65,At Risk,216.21,Medium Value,Yes,High,Discount Offer,192.45
5063-IUOKK,0.0419,Low Risk,13,19.75,265.75,Inactive,88.58,Low Value,No,Low,No Action Needed,3.71
4508-OEBEY,0.2408,Low Risk,31,75.5,2424.45,Champions,2020.38,High Value,No,Low,No Action Needed,486.51
0027-KWYKW,0.7393,High Risk,23,83.75,1849.95,Loyal Customers,1233.3,High Value,No,Critical,Personal Relationship Manager,911.78
2308-STERM,0.2554,Low Risk,2,19.4,61.05,Inactive,15.26,Low Value,No,Low,No Action Needed,3.9
5982-XMDEX,0.026,Low Risk,65,26.5,1698.55,At Risk,990.82,High Value,No,Low,No Action Needed,25.76
6284-AHOOQ,0.5504,Medium Risk,22,90.5,1910.6,Loyal Customers,1432.95,High Value,Yes,High,Loyalty Reward,788.7
6051-PTVNS,0.037,Low Risk,55,19.15,998.1,Inactive,415.88,Medium Value,No,Low,No Action Needed,15.39
2344-JMOGN,0.7918,High Risk,9,94.85,890.6,Loyal Customers,667.95,Medium Value,Yes,High,Discount Offer,528.88
3799-ISUZQ,0.7237,High Risk,7,69.95,529.5,Inactive,176.5,Medium Value,Yes,High,Discount Offer,127.73
2877-VDUER,0.117,Low Risk,35,40.9,1383.6,At Risk,807.1,Medium Value,No,Low,No Action Needed,94.43
9152-AMKAK,0.0445,Low Risk,6,80.25,493.4,Loyal Customers,328.93,Medium Value,No,Low,No Action Needed,14.64
1794-HBQTJ,0.7233,High Risk,1,48.6,48.6,Inactive,20.25,Low Value,Yes,High,Email Campaign,14.65
9432-VOFYX,0.7275,High Risk,17,70.8,1207.0,At Risk,603.5,Medium Value,No,High,Discount Offer,439.05
8049-WJCLQ,0.3576,Low Risk,10,60.2,563.5,At Risk,328.71,Medium Value,No,Low,No Action Needed,117.55
6586-PSJOX,0.1397,Low Risk,15,55.2,864.55,At Risk,504.32,Medium Value,No,Low,No Action Needed,70.45
2460-FPSYH,0.6055,Medium Risk,40,55.8,2109.35,Loyal Customers,1406.23,High Value,Yes,High,Loyalty Reward,851.47
9705-ZJBCG,0.0994,Low Risk,13,54.15,701.05,At Risk,408.95,Medium Value,No,Low,No Action Needed,40.65
4818-DRBQT,0.6024,Medium Risk,29,80.15,2265.25,Loyal Customers,1510.17,High Value,Yes,High,Loyalty Reward,909.73
1320-HTRDR,0.8881,High Risk,3,75.5,220.6,At Risk,110.3,Low Value,Yes,High,Email Campaign,97.96
6847-KJLTS,0.5467,Medium Risk,58,100.4,5749.8,Champions,5749.8,Premium,No,High,Loyalty Reward,3143.42
9670-BPNXF,0.1063,Low Risk,45,62.55,2796.45,Loyal Customers,1864.3,High Value,No,Low,No Action Needed,198.18
3913-FCUUW,0.0139,Low Risk,72,70.45,5165.7,Champions,4735.22,Premium,No,Low,No Action Needed,65.82
3301-VKTGC,0.1074,Low Risk,68,85.5,5696.6,Champions,4747.17,Premium,No,Low,No Action Needed,509.85
1493-AMTIE,0.6401,Medium Risk,1,20.2,20.2,Inactive,5.05,Low Value,Yes,Medium,SMS Reminder,3.23
9555-SAHUZ,0.2253,Low Risk,38,54.5,2076.05,Loyal Customers,1384.03,High Value,No,Low,No Action Needed,311.82
0816-TSPHQ,0.2462,Low Risk,2,20.75,44.2,Inactive,11.05,Low Value,No,Low,No Action Needed,2.72
9932-WBWIK,0.2253,Low Risk,11,20.35,215.25,Inactive,71.75,Low Value,No,Low,No Action Needed,16.17
4619-EVPHY,0.3556,Low Risk,20,91.0,1859.5,Loyal Customers,1394.62,High Value,No,Low,No Action Needed,495.93
5286-YHCVC,0.2269,Low Risk,72,104.8,7470.1,Champions,7470.1,Premium,No,Low,No Action Needed,1694.97
6424-ELEYH,0.8514,High Risk,3,74.75,229.5,At Risk,114.75,Low Value,Yes,High,Email Campaign,97.7
4391-RESHN,0.7573,High Risk,23,104.05,2470.1,Champions,2058.42,High Value,Yes,Critical,Personal Relationship Manager,1558.84
9115-YQHGA,0.2618,Low Risk,40,51.1,2092.9,At Risk,1220.86,High Value,No,Low,No Action Needed,319.62
4462-CYWMH,0.3866,Low Risk,62,89.8,5629.55,Champions,4691.29,Premium,No,Low,No Action Needed,1813.65
8963-MQVYN,0.203,Low Risk,22,20.55,469.85,Inactive,156.62,Low Value,No,Low,No Action Needed,31.79
2458-EOMRE,0.3344,Low Risk,11,64.05,733.95,At Risk,428.14,Medium Value,No,Low,No Action Needed,143.17
9334-GWGOW,0.8645,High Risk,7,74.85,485.25,At Risk,242.62,Medium Value,No,High,Discount Offer,209.74
6821-BUXUX,0.8322,High Risk,13,96.65,1244.5,Champions,1037.08,High Value,Yes,Critical,Personal Relationship Manager,863.06
5028-HTLJB,0.747,High Risk,1,20.05,20.05,Inactive,5.01,Low Value,Yes,High,Email Campaign,3.74
9801-GDWGV,0.7279,High Risk,39,103.45,3994.45,Champions,3661.58,Premium,Yes,Critical,Personal Relationship Manager,2665.26
6542-LWGXJ,0.7397,High Risk,3,25.0,78.25,Inactive,19.56,Low Value,No,High,Email Campaign,14.47
5567-GZKQY,0.0441,Low Risk,58,20.3,1131.5,At Risk,565.75,Medium Value,No,Low,No Action Needed,24.95
1222-LRYKO,0.3625,Low Risk,6,26.35,184.05,Inactive,61.35,Low Value,No,Low,No Action Needed,22.24
2320-JRSDE,0.7073,High Risk,1,19.9,19.9,Inactive,4.97,Low Value,Yes,High,Email Campaign,3.52
2087-QAREY,0.3534,Low Risk,22,54.7,1178.75,At Risk,687.6,Medium Value,No,Low,No Action Needed,243.0
0601-WZHJF,0.7286,High Risk,14,46.35,667.7,At Risk,333.85,Medium Value,Yes,High,Discount Offer,243.24
4423-JWZJN,0.2102,Low Risk,64,90.25,5629.15,Champions,5160.05,Premium,No,Low,No Action Needed,1084.64
5143-WMWOG,0.6268,Medium Risk,1,19.95,19.95,Inactive,4.99,Low Value,Yes,Medium,SMS Reminder,3.13
6490-FGZAT,0.2241,Low Risk,6,20.65,109.3,Inactive,27.32,Low Value,No,Low,No Action Needed,6.12
5393-RXQSZ,0.9137,High Risk,1,79.6,79.6,At Risk,39.8,Low Value,Yes,High,Email Campaign,36.37
7452-FOLON,0.0692,Low Risk,39,25.45,958.45,At Risk,479.22,Medium Value,No,Low,No Action Needed,33.16
2320-TZRRH,0.0549,Low Risk,20,19.5,403.15,Inactive,134.38,Low Value,No,Low,No Action Needed,7.38
0231-LXVAP,0.7429,High Risk,1,75.9,75.9,At Risk,37.95,Low Value,Yes,High,Email Campaign,28.19
9444-JTXHZ,0.9169,High Risk,1,76.2,76.2,At Risk,38.1,Low Value,Yes,High,Email Campaign,34.93
4942-VZZOM,0.1316,Low Risk,64,66.15,4392.5,Loyal Customers,3294.38,Premium,No,Low,No Action Needed,433.54
5510-BOIUJ,0.4214,Medium Risk,1,19.25,19.25,Inactive,4.81,Low Value,Yes,Medium,SMS Reminder,2.03
7502-BNYGS,0.4152,Medium Risk,46,69.1,3168.0,Loyal Customers,2112.0,High Value,No,High,Loyalty Reward,876.9
4291-HYEBC,0.3222,Low Risk,28,39.1,1096.6,At Risk,548.3,Medium Value,No,Low,No Action Needed,176.66
6147-CBCRA,0.151,Low Risk,33,20.05,669.45,Inactive,278.94,Medium Value,No,Low,No Action Needed,42.12
6047-SUHPR,0.1486,Low Risk,39,59.8,2343.85,Loyal Customers,1562.57,High Value,No,Low,No Action Needed,232.2
4471-KXAUH,0.6799,Medium Risk,42,84.3,3588.4,Loyal Customers,2691.3,High Value,Yes,High,Loyalty Reward,1829.81
9752-ZNQUT,0.8171,High Risk,1,48.6,48.6,Inactive,20.25,Low Value,No,High,Email Campaign,16.55
7638-QVMVY,0.8358,High Risk,7,79.0,522.95,At Risk,261.48,Medium Value,Yes,High,Discount Offer,218.54
1576-PFZIW,0.3315,Low Risk,70,105.35,7511.9,Champions,7511.9,Premium,No,Low,No Action Needed,2490.19
5666-MBJPT,0.0256,Low Risk,65,25.1,1725.0,At Risk,1006.25,High Value,No,Low,No Action Needed,25.76
7312-XSBAT,0.7346,High Risk,1,49.75,49.75,Inactive,20.73,Low Value,No,High,Email Campaign,15.23
3096-GKWEB,0.8457,High Risk,18,94.75,1691.9,Loyal Customers,1268.93,High Value,No,Critical,Personal Relationship Manager,1073.13
2371-JQHZZ,0.8439,High Risk,24,93.0,2248.05,Loyal Customers,1686.04,High Value,No,Critical,Personal Relationship Manager,1422.85
0674-GCDXG,0.0193,Low Risk,63,71.9,4479.2,Champions,4105.93,Premium,No,Low,No Action Needed,79.24
1121-QSIVB,0.2244,Low Risk,44,77.55,3471.1,Champions,2892.58,High Value,No,Low,No Action Needed,649.09
4396-KLSEH,0.417,Medium Risk,4,19.85,63.0,Inactive,15.75,Low Value,No,Medium,SMS Reminder,6.57
3244-DCJWY,0.9313,High Risk,1,70.25,70.25,Inactive,23.42,Low Value,Yes,High,Email Campaign,21.81
2824-MYYBN,0.7501,High Risk,37,95.25,3314.15,Champions,2761.79,High Value,No,Critical,Personal Relationship Manager,2071.62
0875-CABNR,0.8276,High Risk,10,84.6,865.55,Loyal Customers,577.03,Medium Value,Yes,High,Discount Offer,477.55
6345-HOVES,0.4313,Medium Risk,34,25.05,852.7,Inactive,355.29,Medium Value,No,Medium,SMS Reminder,153.24
8318-LCNBW,0.3427,Low Risk,35,53.15,1930.9,Loyal Customers,1287.27,High Value,No,Low,No Action Needed,441.15
6469-QJKZW,0.3073,Low Risk,4,20.15,91.4,Inactive,22.85,Low Value,No,Low,No Action Needed,7.02
0147-ESWWR,0.6586,Medium Risk,39,101.25,3949.15,Champions,3620.05,Premium,No,High,Loyalty Reward,2384.16
1217-VASWC,0.4684,Medium Risk,43,100.55,4304.0,Champions,3945.33,Premium,No,High,Loyalty Reward,1847.99
7812-FZHPE,0.2534,Low Risk,17,24.1,409.9,Inactive,170.79,Medium Value,Yes,Low,No Action Needed,43.28
6370-ZVHDV,0.0241,Low Risk,61,25.3,1554.9,At Risk,907.03,High Value,No,Low,No Action Needed,21.86
5915-DGNVC,0.1375,Low Risk,49,71.8,3472.05,Champions,2893.38,High Value,No,Low,No Action Needed,397.84
6260-XLACS,0.0796,Low Risk,4,19.7,117.8,Inactive,29.45,Low Value,No,Low,No Action Needed,2.34
3566-CAAYU,0.1713,Low Risk,64,49.85,3210.35,Loyal Customers,2407.76,High Value,No,Low,No Action Needed,412.45
4983-CCWMC,0.7426,High Risk,3,69.6,207.4,Inactive,69.13,Low Value,No,High,Email Campaign,51.34
9103-CXVOK,0.6062,Medium Risk,1,19.75,19.75,Inactive,4.94,Low Value,No,Medium,SMS Reminder,2.99
2896-TBNBE,0.2575,Low Risk,40,80.8,3132.75,Loyal Customers,2349.56,High Value,No,Low,No Action Needed,605.01
4797-AXPXK,0.6839,Medium Risk,1,60.0,60.0,At Risk,30.0,Low Value,Yes,Medium,SMS Reminder,20.52
5229-PRWKT,0.8989,High Risk,8,86.55,649.65,At Risk,378.96,Medium Value,Yes,High,Discount Offer,340.65
6982-UQZLY,0.7951,High Risk,1,20.85,20.85,Inactive,5.21,Low Value,Yes,High,Email Campaign,4.14
2522-WLNSF,0.0992,Low Risk,34,64.2,2106.3,Loyal Customers,1404.2,High Value,No,Low,No Action Needed,139.3
3841-CONLJ,0.8626,High Risk,1,35.0,35.0,Inactive,8.75,Low Value,No,High,Email Campaign,7.55
5057-LCOUI,0.5915,Medium Risk,39,50.75,2011.4,Loyal Customers,1340.93,High Value,Yes,High,Loyalty Reward,793.16
0193-ESZXP,0.5947,Medium Risk,58,105.5,6205.5,Champions,6205.5,Premium,Yes,High,Loyalty Reward,3690.41
4475-NVTLU,0.0461,Low Risk,45,19.2,903.7,Inactive,376.54,Medium Value,No,Low,No Action Needed,17.36
4369-HTUIF,0.8311,High Risk,6,85.15,503.6,At Risk,293.77,Medium Value,Yes,High,Discount Offer,244.15
9386-LDCZR,0.0729,Low Risk,43,90.65,3882.3,Champions,3558.78,Premium,No,Low,No Action Needed,259.44
9585-KKMFD,0.0232,Low Risk,41,20.0,879.8,Inactive,366.58,Medium Value,No,Low,No Action Needed,8.5
5399-ZIMKF,0.7672,High Risk,5,74.65,383.65,At Risk,191.82,Medium Value,No,High,Discount Offer,147.16
0336-KXKFK,0.0186,Low Risk,72,61.2,4390.25,Champions,3658.54,Premium,No,Low,No Action Needed,68.05
5619-XZZKR,0.0685,Low Risk,4,19.95,68.2,Inactive,17.05,Low Value,No,Low,No Action Needed,1.17
3948-FVVRP,0.222,Low Risk,9,54.8,452.8,At Risk,226.4,Medium Value,No,Low,No Action Needed,50.26
5327-XOKKY,0.0943,Low Risk,72,73.45,5329.0,Champions,4884.92,Premium,No,Low,No Action Needed,460.65
0983-TATYJ,0.0943,Low Risk,33,51.45,1758.9,At Risk,1026.03,High Value,No,Low,No Action Needed,96.75
1813-JYWTO,0.0161,Low Risk,72,80.45,5737.6,Champions,4781.33,Premium,No,Low,No Action Needed,76.98
0156-FVPTA,0.4923,Medium Risk,22,54.2,1152.7,At Risk,672.41,Medium Value,Yes,Medium,SMS Reminder,331.03
1984-FCOWB,0.6671,Medium Risk,70,109.5,7674.55,Champions,7674.55,Premium,Yes,High,Loyalty Reward,5119.69
0654-HMSHN,0.7787,High Risk,21,104.4,2157.95,Champions,1798.29,High Value,Yes,Critical,Personal Relationship Manager,1400.33
6719-OXYBR,0.7347,High Risk,15,85.3,1219.85,Loyal Customers,813.23,High Value,No,Critical,Personal Relationship Manager,597.48
3312-ZWLGF,0.6808,Medium Risk,29,79.3,2414.55,Loyal Customers,1609.7,High Value,No,High,Loyalty Reward,1095.88
6476-YHMGA,0.2665,Low Risk,15,76.5,1155.6,Loyal Customers,866.7,High Value,No,Low,No Action Needed,230.98
5287-QWLKY,0.5223,Medium Risk,71,105.1,7548.1,Champions,7548.1,Premium,Yes,High,Loyalty Reward,3942.37
0795-XCCTE,0.0142,Low Risk,72,25.4,1809.35,At Risk,1055.45,High Value,No,Low,No Action Needed,14.99
