customerID,tenure,MonthlyCharges,TotalCharges,RFM_Score,Segment,CLV_Enhanced,CLV_Tier,Churn
3296-SILRA,1,76.4,76.4,6,At Risk,38.2,Low Value,Yes
9681-OXGVC,5,100.5,514.0,9,Loyal Customers,385.5,Medium Value,Yes
6394-HHHZM,3,20.7,57.5,3,Inactive,14.38,Low Value,No
5995-LFTLE,58,25.3,1474.35,7,At Risk,860.04,High Value,No
5180-UCIIQ,22,40.05,880.2,6,At Risk,440.1,Medium Value,Yes
1932-UEDCX,33,100.6,3270.25,11,Champions,2997.73,High Value,No
7153-OANIO,1,69.95,69.95,4,Inactive,23.32,Low Value,Yes
5188-HGMLP,54,74.0,3919.15,8,Loyal Customers,2612.77,High Value,No
0665-XHDJU,72,99.4,7285.7,12,Champions,7285.7,Premium,No
6521-YYTYI,1,93.3,93.3,8,Loyal Customers,62.2,Low Value,Yes
8878-HMWBV,3,49.15,169.05,5,Inactive,70.44,Low Value,Yes
8265-HKSOW,72,107.45,7658.3,12,Champions,7658.3,Premium,No
3544-FBCAS,72,83.6,5959.3,11,Champions,5462.69,Premium,No
5331-RGMTT,54,99.05,5295.7,11,Champions,4854.39,Premium,No
4759-PXTAN,59,80.1,4693.2,11,Champions,4302.1,Premium,No
7054-DMVAS,54,65.3,3512.9,8,Loyal Customers,2341.93,High Value,No
3428-MMGUB,60,89.55,5231.2,10,Champions,4359.33,Premium,No
6549-BTYPG,60,60.8,3603.45,10,Champions,3002.88,High Value,No
7823-JSOAG,3,74.5,217.45,6,At Risk,108.72,Low Value,No
3705-RHRFR,69,99.15,6875.35,12,Champions,6875.35,Premium,No
9374-YOLBJ,1,19.25,19.25,3,Inactive,4.81,Low Value,No
9074-KGVOX,50,39.45,2021.35,7,At Risk,1179.12,High Value,No
6128-DAFVY,56,44.85,2564.95,8,Loyal Customers,1709.97,High Value,No
9933-QRGTX,60,97.2,5611.75,12,Champions,5611.75,Premium,No
4476-OSWTN,69,110.55,7610.1,12,Champions,7610.1,Premium,No
3751-KTZEL,1,35.05,35.05,3,Inactive,8.76,Low Value,Yes
1977-STDKI,1,73.0,73.0,6,At Risk,36.5,Low Value,Yes
5066-GFJMM,3,19.9,45.75,3,Inactive,11.44,Low Value,No
2661-GKBTK,60,76.95,4543.95,11,Champions,4165.29,Premium,No
0458-HEUZG,13,35.4,450.4,5,Inactive,187.67,Medium Value,No
7268-WNTCP,62,20.45,1297.35,6,At Risk,648.67,Medium Value,No
0824-VWDPO,45,96.75,4442.75,11,Champions,4072.52,Premium,No
8409-WQJUX,25,54.2,1423.15,7,At Risk,830.17,High Value,No
2578-JQPHZ,44,100.1,4378.35,11,Champions,4013.49,Premium,No
3278-FSIXX,2,45.25,74.2,4,Inactive,24.73,Low Value,No
5813-UECBU,33,83.85,2716.3,9,Loyal Customers,2037.22,High Value,Yes
0328-GRPMV,1,70.1,70.1,4,Inactive,23.37,Low Value,Yes
9746-UGFAC,22,20.85,450.65,4,Inactive,150.22,Low Value,No
2946-KIQSP,35,33.45,1175.85,6,At Risk,587.92,Medium Value,No
0625-AFOHS,29,20.2,558.8,4,Inactive,186.27,Medium Value,No
6726-WEXXK,27,85.9,2220.1,8,Loyal Customers,1480.07,High Value,No
4636-OLWOE,54,61.0,3283.05,8,Loyal Customers,2188.7,High Value,No
4342-HENTK,2,70.65,142.35,5,Inactive,59.31,Low Value,Yes
4685-ERGHK,57,86.9,4939.25,10,Champions,4116.04,Premium,No
0885-HMGPY,62,69.4,4237.5,10,Champions,3531.25,Premium,No
5003-OKNNK,15,20.35,335.95,4,Inactive,111.98,Low Value,No
4195-SMMNX,2,20.35,33.2,3,Inactive,8.3,Low Value,Yes
7208-PSIHR,70,104.3,7188.5,12,Champions,7188.5,Premium,No
4012-ZTHBR,21,44.95,926.25,5,Inactive,385.94,Medium Value,No
0489-WMEMG,23,49.45,1119.35,6,At Risk,559.67,Medium Value,No
7435-ZNUYY,6,20.6,116.6,3,Inactive,29.15,Low Value,No
1354-YZFNB,4,19.55,68.8,3,Inactive,17.2,Low Value,No
6956-SMUCM,3,99.0,287.4,9,Loyal Customers,215.55,Medium Value,Yes
2985-FMWYF,23,93.5,2341.55,9,Loyal Customers,1756.16,High Value,No
2812-ENYMO,26,54.55,1362.85,7,At Risk,795.0,Medium Value,No
2717-HVIZY,8,20.05,163.6,3,Inactive,40.9,Low Value,No
3223-WZWJM,26,83.95,2254.2,8,Loyal Customers,1502.8,High Value,Yes
3422-GALYP,2,79.45,145.15,7,At Risk,84.67,Low Value,No
9053-JZFKV,67,116.2,7752.3,12,Champions,7752.3,Premium,Yes
2530-ENDWQ,71,93.7,6585.35,11,Champions,6036.57,Premium,Yes
2890-WFBHU,59,79.85,4786.1,11,Champions,4387.26,Premium,No
0327-WFZSY,39,100.0,3835.55,11,Champions,3515.92,Premium,No
7977-HXJKU,21,19.6,397.0,4,Inactive,132.33,Low Value,No
6615-ZGEDR,1,19.7,19.7,3,Inactive,4.92,Low Value,Yes
7033-CLAMM,48,20.2,1027.25,5,Inactive,428.02,Medium Value,No
4023-RTIQM,31,50.4,1580.1,8,Loyal Customers,1053.4,High Value,No
0864-FVJNJ,64,113.35,7222.75,12,Champions,7222.75,Premium,No
7356-IWLFW,46,80.0,3769.7,9,Loyal Customers,2827.27,High Value,No
9541-PWTWO,52,80.95,4233.95,10,Champions,3528.29,Premium,No
3967-VQOGC,67,24.9,1680.25,7,At Risk,980.15,High Value,No
7872-RDDLZ,67,54.9,3725.5,9,Loyal Customers,2794.12,High Value,No
9250-WYPLL,5,75.55,413.65,6,At Risk,206.82,Medium Value,Yes
6308-CQRBU,71,109.25,7707.7,12,Champions,7707.7,Premium,No
2754-XBHTB,9,77.65,714.15,6,At Risk,357.08,Medium Value,Yes
1597-LHYNC,26,95.0,2497.2,10,Champions,2081.0,High Value,Yes
0186-CAERR,71,116.3,8309.55,12,Champions,8309.55,Premium,No
3043-SUDUA,32,19.9,601.55,5,Inactive,250.65,Medium Value,No
5442-BHQNG,2,70.35,139.25,4,Inactive,46.42,Low Value,No
2169-RRLFW,71,25.6,1888.25,7,At Risk,1101.48,High Value,No
5872-OEQNH,60,44.45,2773.9,9,Loyal Customers,2080.43,High Value,No
3162-KKZXO,55,100.15,5409.75,11,Champions,4958.94,Premium,No
7055-VKGDA,54,105.4,5643.4,11,Champions,5173.12,Premium,Yes
0754-UKWQP,2,95.85,197.7,8,Loyal Customers,131.8,Low Value,Yes
8873-GLDMH,6,73.85,401.3,6,At Risk,200.65,Medium Value,No
5696-JVVQY,48,70.1,3238.4,9,Loyal Customers,2428.8,High Value,No
8946-BFWSG,63,25.25,1573.05,7,At Risk,917.61,High Value,No
7493-TPUWZ,1,79.15,79.15,7,At Risk,46.17,Low Value,Yes
0547-HURJB,12,21.05,235.8,4,Inactive,78.6,Low Value,No
8904-OPDCK,54,24.95,1364.75,5,Inactive,568.65,Medium Value,No
8845-LWKGE,30,64.5,1985.15,8,Loyal Customers,1323.43,High Value,No
1577-HKTFG,30,19.65,655.85,5,Inactive,273.27,Medium Value,Yes
8752-STIVR,4,79.0,303.15,6,At Risk,151.57,Low Value,Yes
0691-NIKRI,40,105.95,4335.2,11,Champions,3973.93,Premium,No
5022-JNQEQ,9,75.85,647.5,6,At Risk,323.75,Medium Value,No
4558-FANTW,17,91.85,1574.45,9,Loyal Customers,1180.84,High Value,Yes
3249-VHRIP,62,43.6,2748.7,9,Loyal Customers,2061.52,High Value,No
3736-BLEPA,28,91.25,2483.65,9,Loyal Customers,1862.74,High Value,No
4701-LKOZD,70,89.75,6367.2,11,Champions,5836.6,Premium,No
6603-QWSPR,46,104.4,4904.2,11,Champions,4495.52,Premium,No
9921-QFQUL,23,90.15,2044.95,9,Loyal Customers,1533.71,High Value,No
1929-ZCBHE,47,40.3,1794.8,8,Loyal Customers,1196.53,High Value,No
4378-MYPGO,68,105.25,7173.15,12,Champions,7173.15,Premium,No
8651-ENBZX,60,106.0,6441.4,12,Champions,6441.4,Premium,Yes
4129-LYCOI,67,104.0,7039.05,12,Champions,7039.05,Premium,No
7798-JVXYM,14,69.65,921.4,7,At Risk,537.48,Medium Value,No
8647-SDTWQ,57,74.3,4018.35,9,Loyal Customers,3013.76,Premium,No
2696-ECXKC,55,100.9,5448.6,11,Champions,4994.55,Premium,No
2081-KJSQF,1,20.25,20.25,3,Inactive,5.06,Low Value,No
7623-TRNQN,1,49.9,49.9,5,Inactive,20.79,Low Value,Yes
3323-CPBWR,23,96.9,2085.45,10,Champions,1737.88,High Value,No
9330-IJWIO,13,100.35,1358.85,10,Champions,1132.38,High Value,Yes
3384-CTMSF,47,104.1,5135.15,11,Champions,4707.22,Premium,No
0902-RFHOF,38,20.1,730.1,5,Inactive,304.21,Medium Value,No
9286-DOJGF,38,74.95,2869.85,8,Loyal Customers,1913.23,High Value,Yes
6048-QBXKL,2,56.55,118.25,6,At Risk,59.12,Low Value,No
9661-MHUMO,1,49.25,49.25,5,Inactive,20.52,Low Value,Yes
7718-RXDGG,15,68.6,1108.6,5,Inactive,461.92,Medium Value,No
1025-FALIX,26,69.05,1815.65,5,Inactive,756.52,Medium Value,No
3451-VAWLI,35,19.7,730.4,5,Inactive,304.33,Medium Value,No
3407-QGWLG,3,20.05,75.45,3,Inactive,18.86,Low Value,No
1842-EZJMK,50,103.7,5071.05,11,Champions,4648.46,Premium,Yes
2347-WKKAE,42,94.4,4014.6,11,Champions,3680.05,Premium,No
8735-DCXNF,10,54.95,568.85,7,At Risk,331.83,Medium Value,No
3214-IYUUQ,61,93.7,5860.7,12,Champions,5860.7,Premium,No
1936-UAFEH,68,110.25,7279.35,12,Champions,7279.35,Premium,No
3587-PMCOY,10,98.9,1064.95,10,Champions,887.46,High Value,No
8079-XRJRS,65,89.75,5769.6,11,Champions,5288.8,Premium,Yes
1027-LKKQQ,72,80.45,5886.85,11,Champions,5396.28,Premium,No
7148-XZPHA,55,79.4,4238.45,9,Loyal Customers,3178.84,Premium,No
8073-IJDCM,1,20.3,20.3,3,Inactive,5.08,Low Value,Yes
5309-TAIKL,7,62.8,418.3,6,At Risk,209.15,Medium Value,No
6856-RAURS,2,74.9,136.05,6,At Risk,68.03,Low Value,No
8778-LMWTJ,9,74.85,708.2,6,At Risk,354.1,Medium Value,No
9717-IOAAF,27,25.85,788.55,5,Inactive,328.56,Medium Value,No
8884-ADFVN,7,101.95,700.85,9,Loyal Customers,525.64,Medium Value,Yes
2845-KDHVX,64,68.3,4378.8,10,Champions,3649.0,Premium,No
0848-SOMKO,70,48.4,3442.8,9,Loyal Customers,2582.1,High Value,No
2720-WGKHP,2,94.0,181.7,8,Loyal Customers,121.13,Low Value,Yes
6734-FQAJX,67,105.05,7171.7,12,Champions,7171.7,Premium,No
2869-ADAWR,45,89.3,4016.85,9,Loyal Customers,3012.64,Premium,Yes
1535-VTJOQ,24,25.15,553.0,5,Inactive,230.42,Medium Value,No
6368-TZZDT,4,19.5,96.85,3,Inactive,24.21,Low Value,No
0943-ZQPXH,44,92.95,4122.9,10,Champions,3435.75,Premium,No
1293-BSEUN,72,20.7,1482.3,6,At Risk,741.15,Medium Value,No
9894-EZEWG,1,74.3,74.3,6,At Risk,37.15,Low Value,Yes
1302-TPUBN,66,19.35,1240.8,6,At Risk,620.4,Medium Value,No
7851-FLGGQ,1,44.65,44.65,6,At Risk,22.32,Low Value,Yes
0637-UBJRP,13,84.05,1095.3,8,Loyal Customers,730.2,Medium Value,Yes
0940-OUQEC,10,80.7,788.8,8,Loyal Customers,525.87,Medium Value,Yes
2378-VTKDH,65,104.35,6578.55,12,Champions,6578.55,Premium,No
0927-CNGRH,1,19.55,19.55,3,Inactive,4.89,Low Value,No
8608-OZTLB,38,74.05,2802.3,10,Champions,2335.25,High Value,No
2335-GSODA,23,40.1,857.75,7,At Risk,500.35,Medium Value,No
1952-DVVSW,10,20.1,184.4,4,Inactive,61.47,Low Value,No
0702-PGIBZ,4,101.7,364.55,9,Loyal Customers,273.41,Medium Value,Yes
6656-GULJQ,72,83.55,6093.3,11,Champions,5585.52,Premium,No
9853-JFZDU,35,56.85,1861.1,8,Loyal Customers,1240.73,High Value,No
1963-VAUKV,1,20.4,20.4,3,Inactive,5.1,Low Value,Yes
3777-XROBG,58,19.55,1079.65,6,At Risk,539.83,Medium Value,No
6994-FGRHH,70,106.15,7475.1,12,Champions,7475.1,Premium,No
4000-VGMQP,38,78.95,2862.55,10,Champions,2385.46,High Value,No
3999-WRNGR,60,49.75,3069.45,9,Loyal Customers,2302.09,High Value,No
3466-RITXD,26,92.4,2349.8,10,Champions,1958.17,High Value,No
2680-XKKNJ,8,58.2,469.25,6,At Risk,234.62,Medium Value,No
3058-HJCUY,41,102.6,4213.35,11,Champions,3862.24,Premium,Yes
2974-GGUXS,36,91.95,3301.05,10,Champions,2750.88,High Value,No
7994-XIRTR,54,65.25,3529.95,8,Loyal Customers,2353.3,High Value,No
3259-FDWOY,71,106.0,7723.7,12,Champions,7723.7,Premium,Yes
2101-RANCD,55,73.1,4144.9,8,Loyal Customers,2763.27,High Value,No
7921-BEPCI,72,59.75,4265.0,9,Loyal Customers,3198.75,Premium,No
0807-ZABDG,3,55.1,154.65,6,At Risk,77.32,Low Value,Yes
8510-TMWYB,54,59.8,3246.45,8,Loyal Customers,2164.3,High Value,No
3258-ZKPAI,72,116.6,8337.45,12,Champions,8337.45,Premium,No
1428-IEDPR,52,109.3,5731.4,11,Champions,5253.78,Premium,No
5298-GSTLM,60,101.4,6176.6,12,Champions,6176.6,Premium,No
4450-YOOHP,39,50.65,1905.4,8,Loyal Customers,1270.27,High Value,No
6728-CZFEI,15,56.15,931.9,6,At Risk,465.95,Medium Value,No
5748-RNCJT,69,106.5,7348.8,12,Champions,7348.8,Premium,Yes
3653-NCRDJ,43,19.2,776.25,5,Inactive,323.44,Medium Value,No
6121-TNHBO,63,83.0,5243.05,11,Champions,4806.13,Premium,No
5119-NZPTV,2,70.1,141.65,4,Inactive,47.22,Low Value,No
6519-ZHPXP,72,108.3,7679.65,12,Champions,7679.65,Premium,No
7739-LAXOG,32,91.05,2954.5,10,Champions,2462.08,High Value,Yes
3472-QPRCH,40,25.25,1006.9,6,At Risk,503.45,Medium Value,No
8224-UAXBZ,58,45.35,2540.1,9,Loyal Customers,1905.07,High Value,No
9610-WCESF,67,43.9,3097.2,9,Loyal Customers,2322.9,High Value,No
9776-CLUJA,51,77.5,3807.35,9,Loyal Customers,2855.51,High Value,Yes
2486-WYVVE,31,79.3,2484.0,10,Champions,2070.0,High Value,No
3865-ZYKAD,69,84.9,5785.65,10,Champions,4821.38,Premium,No
1422-DGUBX,32,79.25,2619.15,9,Loyal Customers,1964.36,High Value,No
2999-AANRQ,21,71.05,1524.85,9,Loyal Customers,1143.64,High Value,No
8668-KNZTI,52,53.75,2790.65,8,Loyal Customers,1860.43,High Value,No
0480-KYJVA,72,24.25,1784.5,7,At Risk,1040.96,High Value,No
6034-ZRYCV,72,54.2,3937.45,9,Loyal Customers,2953.09,High Value,Yes
9746-YKGXB,52,44.25,2276.1,8,Loyal Customers,1517.4,High Value,No
3926-YZVVX,41,50.05,2029.05,7,At Risk,1183.61,High Value,No
6000-UKLWI,41,20.15,802.35,5,Inactive,334.31,Medium Value,No
2079-FBMZK,6,69.25,418.4,4,Inactive,139.47,Low Value,Yes
6332-FBZRI,67,69.35,4653.25,10,Champions,3877.71,Premium,No
2096-XOTMO,16,19.35,275.9,4,Inactive,91.97,Low Value,No
3266-FTKHB,17,19.15,343.45,4,Inactive,114.48,Low Value,No
8221-EQDGL,35,61.0,2130.45,8,Loyal Customers,1420.3,High Value,No
2346-LOCWC,58,20.5,1191.4,6,At Risk,595.7,Medium Value,No
6608-QQLVK,1,50.5,50.5,5,Inactive,21.04,Low Value,Yes
0298-XACET,52,50.2,2554.0,8,Loyal Customers,1702.67,High Value,No
7560-QJAVJ,70,79.6,5589.45,11,Champions,5123.66,Premium,No
2995-YWTCD,19,24.9,467.7,5,Inactive,194.88,Medium Value,No
3551-HUAZH,1,74.4,74.4,6,At Risk,37.2,Low Value,Yes
9137-UIYPG,35,106.9,3756.45,11,Champions,3443.41,Premium,No
2809-ZMYOQ,32,101.35,3334.9,11,Champions,3056.99,Premium,No
5084-OOVCJ,17,55.35,920.5,7,At Risk,536.96,Medium Value,No
0254-WWRKD,67,50.55,3431.75,8,Loyal Customers,2287.83,High Value,No
7727-SHVZV,9,19.5,150.35,3,Inactive,37.59,Low Value,No
6302-JGYRJ,31,79.45,2587.7,10,Champions,2156.42,High Value,Yes
5339-PXDVH,4,90.65,367.95,8,Loyal Customers,245.3,Medium Value,No
2205-LPVGL,58,89.85,5125.75,11,Champions,4698.6,Premium,No
8782-NUUOL,60,79.0,4801.1,11,Champions,4401.01,Premium,No
3685-YLCMQ,58,104.65,6219.6,12,Champions,6219.6,Premium,Yes
7601-WFVZV,1,19.55,19.55,3,Inactive,4.89,Low Value,No
4609-KNNWG,27,19.9,550.1,4,Inactive,183.37,Medium Value,No
4868-AADLV,66,116.25,7862.25,12,Champions,7862.25,Premium,No
9529-OFXHY,15,87.75,1242.2,8,Loyal Customers,828.13,High Value,No
8634-MPHTR,47,100.05,4871.05,11,Champions,4465.13,Premium,Yes
2669-QVCRG,41,81.3,3190.65,9,Loyal Customers,2392.99,High Value,No
2478-EEWWM,59,44.3,2666.75,8,Loyal Customers,1777.83,High Value,No
9174-IHETN,50,70.35,3533.6,6,At Risk,1766.8,High Value,No
2233-TXSIU,17,44.45,792.15,7,At Risk,462.09,Medium Value,No
9644-UMGQA,6,49.15,295.65,5,Inactive,123.19,Low Value,No
3256-EZDBI,51,29.45,1459.35,5,Inactive,608.06,Medium Value,No
8761-NSOBC,44,100.55,4398.15,11,Champions,4031.64,Premium,Yes
0419-YAAPX,49,85.3,4297.95,9,Loyal Customers,3223.46,Premium,No
8413-VONUO,2,95.65,167.3,8,Loyal Customers,111.53,Low Value,Yes
0872-CASZJ,59,69.1,4096.9,10,Champions,3414.08,Premium,No
4726-DLWQN,50,70.35,3454.6,9,Loyal Customers,2590.95,High Value,No
8164-OCKUJ,59,20.6,1286.0,6,At Risk,643.0,Medium Value,No
3094-JOJAI,18,74.15,1387.0,7,At Risk,809.08,Medium Value,No
9494-MRNYX,10,75.05,786.3,7,At Risk,458.68,Medium Value,No
2599-CZABP,14,44.6,641.25,5,Inactive,267.19,Medium Value,No
7945-PRBVF,35,21.45,705.45,5,Inactive,293.94,Medium Value,No
4544-RXFMG,8,43.45,345.5,4,Inactive,115.17,Low Value,No
0859-YGKFW,18,20.05,345.9,4,Inactive,115.3,Low Value,No
1150-FTQGN,60,94.15,5811.8,12,Champions,5811.8,Premium,No
9223-UCPVT,1,94.4,94.4,8,Loyal Customers,62.93,Low Value,Yes
7196-LIWRH,6,19.55,124.45,3,Inactive,31.11,Low Value,No
5448-VWNAM,19,75.9,1375.6,9,Loyal Customers,1031.7,High Value,No
1177-XZBJL,53,64.15,3491.55,9,Loyal Customers,2618.66,High Value,No
3518-FSTWG,72,109.55,7920.7,12,Champions,7920.7,Premium,No
9330-VOFSZ,60,110.8,6640.7,12,Champions,6640.7,Premium,No
4351-QLCSU,1,55.0,55.0,5,Inactive,22.92,Low Value,Yes
0939-EREMR,13,53.45,718.1,7,At Risk,418.89,Medium Value,No
9389-ACWBI,5,69.95,320.4,4,Inactive,106.8,Low Value,No
5419-JPRRN,1,101.45,101.45,9,Loyal Customers,76.09,Low Value,Yes
3644-QXEHN,13,97.0,1334.45,9,Loyal Customers,1000.84,High Value,No
2911-IJORQ,37,90.6,3358.65,11,Champions,3078.76,Premium,No
5921-NGYRH,64,73.55,4764.0,9,Loyal Customers,3573.0,Premium,No
2100-BDNSN,5,67.95,350.3,7,At Risk,204.34,Medium Value,Yes
5998-DZLYR,61,94.35,5703.0,12,Champions,5703.0,Premium,No
0488-GSLFR,1,69.5,69.5,4,Inactive,23.17,Low Value,Yes
9318-NKNFC,1,18.85,18.85,3,Inactive,4.71,Low Value,Yes
3985-HOYPM,26,19.4,525.55,4,Inactive,175.18,Medium Value,No
9728-FTTVZ,1,69.2,69.2,4,Inactive,23.07,Low Value,Yes
9548-LERKT,24,19.75,483.15,4,Inactive,161.05,Low Value,No
6576-FBXOJ,17,54.6,934.8,7,At Risk,545.3,Medium Value,No
4310-KEDTB,26,29.8,786.5,4,Inactive,262.17,Medium Value,No
7254-IQWOZ,1,69.65,69.65,4,Inactive,23.22,Low Value,Yes
2474-BRUCM,40,101.85,4086.3,11,Champions,3745.78,Premium,Yes
4062-HBMOS,52,103.05,5364.8,11,Champions,4917.73,Premium,No
0742-NXBGR,1,82.3,82.3,7,At Risk,48.01,Low Value,Yes
2676-ISHSF,1,20.3,20.3,3,Inactive,5.08,Low Value,No
9236-NDUCW,21,35.1,770.4,5,Inactive,321.0,Medium Value,No
4753-PADAS,67,105.7,6816.95,12,Champions,6816.95,Premium,No
6103-QCKFX,44,56.25,2419.55,8,Loyal Customers,1613.03,High Value,No
7781-EWARA,70,60.35,4138.7,10,Champions,3448.92,Premium,No
6110-OHIHY,3,79.25,267.6,6,At Risk,133.8,Low Value,Yes
7018-FPXHH,56,59.8,3457.45,9,Loyal Customers,2593.09,High Value,No
5889-LFOLL,13,84.6,1115.2,8,Loyal Customers,743.47,Medium Value,Yes
5708-EVONK,58,93.4,5435.6,12,Champions,5435.6,Premium,Yes
8708-XPXHZ,42,94.2,4186.3,10,Champions,3488.58,Premium,Yes
0616-ATFGB,1,25.05,25.05,3,Inactive,6.26,Low Value,Yes
0572-ZJKLT,46,99.65,4630.2,11,Champions,4244.35,Premium,No
5135-RDDQL,63,50.65,3221.25,8,Loyal Customers,2147.5,High Value,No
1353-LJWEM,11,60.9,688.5,7,At Risk,401.62,Medium Value,No
1794-SWWKL,15,59.65,867.1,7,At Risk,505.81,Medium Value,No
6166-YIPFO,72,64.7,4746.05,10,Champions,3955.04,Premium,No
7016-BPGEU,29,25.1,712.85,4,Inactive,237.62,Medium Value,Yes
6876-ADESB,1,48.95,48.95,5,Inactive,20.4,Low Value,Yes
9332-GYWLO,6,54.85,355.1,5,Inactive,147.96,Low Value,No
1963-SVUCV,1,45.3,45.3,4,Inactive,15.1,Low Value,Yes
4184-VODJZ,63,91.35,5764.7,11,Champions,5284.31,Premium,No
0220-EBGCE,2,85.85,167.3,7,At Risk,97.59,Low Value,Yes
1092-WPIVQ,18,25.1,428.45,5,Inactive,178.52,Medium Value,No
7233-IOQNP,43,34.0,1505.35,6,At Risk,752.68,Medium Value,No
2834-JKOOW,15,45.9,693.45,7,At Risk,404.51,Medium Value,No
2754-VDLTR,10,95.2,930.4,9,Loyal Customers,697.8,Medium Value,Yes
2400-FEQME,55,20.5,1177.95,5,Inactive,490.81,Medium Value,No
3190-XFANI,49,100.6,5069.65,11,Champions,4647.18,Premium,Yes
7551-DACSP,6,55.3,324.25,6,At Risk,162.12,Medium Value,Yes
4957-SREEC,70,20.35,1458.1,6,At Risk,729.05,Medium Value,No
7235-NXZCP,2,74.85,156.4,6,At Risk,78.2,Low Value,Yes
0230-UBYPQ,63,36.1,2298.9,8,Loyal Customers,1532.6,High Value,No
4923-ADWXJ,25,65.8,1679.65,7,At Risk,979.8,High Value,No
1763-KUAAW,18,20.35,369.6,4,Inactive,123.2,Low Value,No
1104-TNLZA,28,105.8,2998.0,10,Champions,2498.33,High Value,No
5195-KPUNQ,53,96.75,5206.55,11,Champions,4772.67,Premium,No
0520-FDVVT,35,102.35,3626.1,11,Champions,3323.92,Premium,Yes
3439-GVUSX,1,24.4,24.4,3,Inactive,6.1,Low Value,No
1444-VVSGW,70,115.65,7968.85,12,Champions,7968.85,Premium,Yes
5712-PTIWW,2,79.85,152.45,7,At Risk,88.93,Low Value,Yes
5949-HGVJL,26,73.05,1959.5,9,Loyal Customers,1469.62,High Value,No
5203-XEHAX,34,64.35,2053.05,8,Loyal Customers,1368.7,High Value,No
1635-HDGFT,19,20.5,398.55,4,Inactive,132.85,Low Value,No
3315-TOTBP,15,76.0,1130.85,7,At Risk,659.66,Medium Value,Yes
8050-XGRVL,62,54.75,3425.35,9,Loyal Customers,2569.01,High Value,No
6661-HBGWL,42,104.75,4323.45,11,Champions,3963.16,Premium,Yes
1518-VOWAV,9,74.65,703.55,8,Loyal Customers,469.03,Medium Value,Yes
9828-QHFBK,24,51.15,1275.7,6,At Risk,637.85,Medium Value,No
3908-MKIMJ,68,41.95,2965.75,9,Loyal Customers,2224.31,High Value,No
5012-YSPJJ,31,54.35,1647.0,8,Loyal Customers,1098.0,High Value,No
5909-ECHUI,1,56.25,56.25,5,Inactive,23.44,Low Value,Yes
1309-BXVOQ,21,106.1,2249.95,10,Champions,1874.96,High Value,Yes
6728-VOIFY,63,96.0,6109.75,11,Champions,5600.6,Premium,No
9317-WZPGV,2,79.75,159.4,6,At Risk,79.7,Low Value,Yes
4891-NLUBA,61,61.45,3751.15,10,Champions,3125.96,Premium,No
2856-HYAPG,1,68.65,68.65,4,Inactive,22.88,Low Value,Yes
8969-PRHFK,18,19.65,411.25,4,Inactive,137.08,Low Value,No
0661-KQHNK,6,19.0,105.5,3,Inactive,26.38,Low Value,No
8709-KRDVL,33,100.0,3320.6,11,Champions,3043.88,Premium,No
4488-PSYCG,16,20.25,327.45,4,Inactive,109.15,Low Value,Yes
1427-VERSM,56,98.7,5669.5,12,Champions,5669.5,Premium,No
9801-NOSHQ,23,19.8,465.45,4,Inactive,155.15,Low Value,No
6339-YPSAH,9,73.8,704.3,6,At Risk,352.15,Medium Value,No
3621-CEOVK,14,100.2,1369.8,10,Champions,1141.5,High Value,Yes
6906-ANDWJ,15,74.9,1107.25,7,At Risk,645.9,Medium Value,Yes
2159-TURXX,5,20.05,95.55,3,Inactive,23.89,Low Value,No
1548-FEHVL,61,106.2,6375.2,12,Champions,6375.2,Premium,No
3795-CAWEX,70,116.55,8152.3,12,Champions,8152.3,Premium,No
6215-NQCPY,15,99.7,1566.75,10,Champions,1305.62,High Value,No
5647-URDKA,8,19.7,130.25,3,Inactive,32.56,Low Value,No
2229-DPMBI,8,19.5,162.15,3,Inactive,40.54,Low Value,No
9626-WEQRM,4,29.15,110.05,3,Inactive,27.51,Low Value,No
2188-SXWVT,34,55.0,1885.15,8,Loyal Customers,1256.77,High Value,No
6258-PVZWJ,68,90.8,6302.85,12,Champions,6302.85,Premium,No
1094-BKOSX,45,51.0,2264.5,8,Loyal Customers,1509.67,High Value,No
6969-MVBAI,9,90.1,816.8,8,Loyal Customers,544.53,Medium Value,No
2978-XXSOG,22,59.05,1253.5,7,At Risk,731.21,Medium Value,No
2342-CKIAO,2,20.3,41.2,3,Inactive,10.3,Low Value,No
6953-PBDIN,70,72.95,5265.55,11,Champions,4826.75,Premium,No
3898-BSJYF,10,73.55,693.3,9,Loyal Customers,519.97,Medium Value,No
3938-YFPXD,72,84.3,5997.1,11,Champions,5497.34,Premium,No
7696-AMHOD,49,78.0,3824.2,10,Champions,3186.83,Premium,No
2453-SAFNS,54,72.1,3886.05,10,Champions,3238.38,Premium,No
9558-IHEZX,71,106.75,7283.25,12,Champions,7283.25,Premium,No
9617-UDPEU,22,19.25,412.55,4,Inactive,137.52,Low Value,No
6340-DACFT,50,20.55,1070.25,5,Inactive,445.94,Medium Value,No
4955-VCWBI,43,20.0,817.95,5,Inactive,340.81,Medium Value,No
6813-GZQCG,45,24.65,1171.3,6,At Risk,585.65,Medium Value,No
7426-GSWPO,64,103.5,6548.65,12,Champions,6548.65,Premium,No
3389-KTRXV,23,23.85,625.65,5,Inactive,260.69,Medium Value,No
3118-UHVVQ,68,25.8,1911.5,7,At Risk,1115.04,High Value,No
1031-IIDEO,1,70.85,70.85,5,Inactive,29.52,Low Value,Yes
